Name,Team,Competition,Season,Minutes,90s,Appearances,Primary Position,Secondary Position,Gender,Nationality,Age,Date of Birth,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Abdelkahar Kadri,Gent,Jupiler Pro League,2025/2026,727,8.08,9,Left Attacking Midfielder,Left Centre Midfielder,Man,Algeria,25,23/06/00,178,0.12,0.12,0.04,0.04,1.11,11,22,1,,0.1,0.25,0.13,1.36,0.25,0.09,1.11,0,0.04,0.25,0.37,0.17,2.47,0.2,1.48,0.74,0.74,50,1.86,0,2.1,1.24,0.87,0.7,0.74,0.65,20.04,9.9,0.01,6.19,44.41,5.69,9.16,1.98,2.85,73,2.06,2.76,0.99,14,0.74,42,0.62,0.12,17.08,17.35,5.07,5.07,1.86,48.04,7.55,44,2.23,44,0.49,0,0,52.96,89,5.07,10,89,1.11,5.32,21,87,-2,52.54,6.93,0.35,0.4,49.25,93,5.27,16.21,0.99,0.62,0.37,0.12,0.25,0.87,0.12,50,0.49,67,0.25,13,74,12,21,68,11,18.57,14.82,1.02,102,-3.75,18.86,15.07,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,12,6.64,46,0.11,0.12,0.03,0.01,,0.27
Abdoul Kader Ouattara,Cercle Brugge,Jupiler Pro League,2025/2026,43,0.48,2,Right Midfielder,Right Wing,Man,Burkina Faso,21,25/05/05,171,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2.1,0,0,4.2,0,0,0,0,23.11,14.71,0,6.3,43.62,0,2.1,0,0,0,0,0,0,0,2.1,0,0,0,23.11,18.44,6.3,2.1,0,42.85,8.4,36,2.1,100,0,0,0,10.51,80,0,0,,0,0,0,,,54.36,0,0.03,0.03,10.51,100,6.39,0,0,0,0,0,4.2,4.2,0,,0,,0,20,60,20,,,,16.4,,0.89,,,14.59,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,0,,,-0.02,0,0.02,,,-0.01
Abdoul Karim Traore,OH Leuven,Jupiler Pro League,2025/2026,577,6.41,11,Left Centre Forward,Centre Forward,Man,Guinea,19,11/01/07,,0,0,0.24,0.09,2.81,0,22,7,,0.17,0,0.04,0.94,0,0.04,0.94,0,0,0,0,0.28,3.74,-0.28,2.49,0.94,1.56,38,1.71,0,3.12,4.99,0.16,0.08,0.47,0.3,30.09,12.47,0,6.7,61.67,4.05,7.33,1.4,1.56,82,1.13,1.21,2.49,50,0.31,17,1.4,0,26.19,17.09,5.77,5.61,2.03,61.64,17.77,68,4.05,72,0.31,0,0,12.78,64,0.16,6,17,0.62,0.78,26,57,-8,61.08,1.56,0.36,0.53,20.42,66,6.8,4.83,0.47,0.47,0,0,5.14,5.61,0,33,0.16,20,0.16,18,61,21,23,65,13,15.8,12.15,0.99,100,-3.65,15.68,12.16,0,0,0,0,0,,0,0,,0,0,0,0,0,0,39,15,3.63,26,-0.05,0.11,-0.1,0.02,,-0.02
Abdoulaye Sissako,Sint-Truiden,Jupiler Pro League,2025/2026,1249,13.88,14,Left Defensive Midfielder,Right Defensive Midfielder,Man,France,28,25/05/98,186,0,0,0.05,0.05,0.94,0,8,1,,0,0.14,0.02,0.65,0.14,0.02,0.65,0,0,0,0.14,0.07,1.59,0.08,1.66,1.01,0.65,61,0.72,0,1.15,1.51,1.3,1.45,1.59,1.91,19.17,9.59,0.04,6.77,39.48,5.62,13.12,2.45,3.75,74,2.8,4.25,1.66,62,0.86,42,1.37,0,15.06,17.44,5.62,4.61,1.8,42.89,5.41,36,2.38,52,0.29,0,0,42.09,83,3.17,20,72,2.09,3.89,19,75,-7,50.13,3.75,0.45,0.47,33.37,93,5.26,9.01,0.58,0.58,0,0.07,1.3,1.87,0,0,0,0,0.07,17,73,10,15,76,9,19.07,15.88,1,100,-3.19,19.04,15.86,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,7,5.63,33,-0.01,0.09,0.06,-0.06,,0.08
Abdoulaye Traoré,Zulte Waregem,Jupiler Pro League,2025/2026,166,1.85,3,Right Wing,Centre Forward,Man,Côte d'Ivoire,22,27/06/03,176,0,0,0.47,0.1,4.87,0,33,7,,0.37,0,0.02,0.54,0,0.02,0.54,0,0,0,0,0.49,5.42,-0.49,4.87,2.17,2.71,44,0.54,0,1.62,3.25,2.17,2.65,0,0,18.41,7.58,0,4.87,54.76,5.96,8.66,3.25,5.42,75,4.09,6.75,0.54,50,1.08,0,0,0,14.62,16.93,3.25,6.5,1.08,57.71,8.66,59,4.87,75,0.54,0,0,28.7,68,0.54,9,33,0,1.62,21,83,15,64.72,3.25,0.71,0.78,33.57,87,8.21,13.54,2.17,2.17,0,0.54,5.96,8.12,0,25,1.08,33,1.08,5,82,13,8,88,4,14.79,14.25,0.91,83,-0.55,13.39,11.76,0,0,0,0,0,,0,0,,0,0,0,0,0,0,30,16,4.98,27,-0.04,0.38,0.03,0.19,,0.56
Adedire Awokoya Mebude,Westerlo,Jupiler Pro League,2025/2026,320,3.55,10,Right Wing,Right Midfielder,Man,Scotland,22,27/05/04,189,0.28,0.28,0.39,0.14,2.81,10,10,5,,0.28,0,0.01,0.28,0,0.01,0.28,0,0,0,0.28,0.41,3.09,-0.13,1.69,0.84,0.84,50,1.41,0,1.69,1.13,0.28,0.25,1.41,1.54,19.41,7.03,0.02,4.22,49.14,6.47,8.72,2.25,2.53,67,2.66,2.91,0.28,33,1.13,29,0.56,0,17.16,18.14,3.66,4.78,0.56,51.88,10.69,62,4.5,94,0,0,0,27.29,70,0.28,9,33,1.41,0.84,19,68,-2,64.15,3.38,0.62,0.64,27.57,91,5.8,11.25,1.13,1.13,0,0.28,6.47,7.6,0.28,25,0.28,14,0.84,22,57,21,28,50,23,15.29,11.36,0.95,109,-3.93,14.47,12.39,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,14,5.04,26,-0.04,0.17,0.11,0.05,,0.29
Adem Zorgane,Union Saint-Gilloise,Jupiler Pro League,2025/2026,1139,12.66,14,Left Defensive Midfielder,Right Defensive Midfielder,Man,Algeria,26,05/01/00,184,0.08,0.08,0.09,0.1,0.95,8,25,0,,0.1,0.32,0.31,1.58,0.32,0.26,1.34,0,0.05,0.24,0.39,0.4,2.53,-0.01,0.24,0.16,0.08,67,0.24,0,1.11,0.95,0.47,0.48,0.71,0.63,22.51,11.61,0.02,7.5,44.96,5.06,10.58,1.9,2.37,67,2.11,2.59,1.66,50,0.95,50,1.18,0,18.96,19.31,6.63,5.29,1.82,46.06,7.74,41,3.48,66,0.16,0,0,48.18,83,4.19,15,70,1.58,5.13,22,76,-6,54.58,4.66,0.75,0.91,35.86,96,3.5,14.69,1.74,1.5,0.24,0.63,4.27,5.77,0.32,9,0.16,25,0.79,23,66,11,23,67,11,18.25,15.77,0.96,97,-2.49,17.52,15.27,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,11,7.91,43,0.2,0.11,0.03,-0.02,,0.32
Adnane Abid,Standard Liège,Jupiler Pro League,2025/2026,725,8.05,10,Right Wing,Right Midfielder,Man,Belgium,22,22/08/03,161,0.12,0.12,0.06,0.07,0.87,14,43,1,,0.05,0.12,0.14,1.86,0.12,0.14,1.86,0,0,0,0.25,0.19,2.73,0.05,2.36,1.24,1.12,53,1.61,0,1.49,2.86,0,0,0.74,0.53,16.64,7.08,0.01,4.59,47.65,4.72,8.32,1.37,1.37,79,1.03,1.03,1.37,25,0.37,17,0.12,0.12,13.91,10.18,4.1,4.35,1.74,49.94,7.08,51,2.98,69,0.12,0,0.12,28.06,73,0.99,11,57,1.24,1.24,20,61,-12,65.2,3.97,0.26,0.42,31.29,87,6.9,12.79,1.37,1.37,0,0.74,3.97,5.34,0,27,0.62,38,1.24,18,67,15,17,71,13,15.81,17.1,1.02,100,1.28,16.11,17.02,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,8,4.82,41,0.01,0.14,0.04,0.03,,0.22
Adriano Bertaccini,RSC Anderlecht,Jupiler Pro League,2025/2026,389,4.32,7,Right Wing,Centre Forward,Man,Belgium,25,12/08/00,173,0.46,0.46,0.45,0.14,3.24,14,50,7,,0.61,0,0.03,0.46,0,0.03,0.46,0,0,0,0.46,0.48,3.7,-0.02,2.31,0.69,1.62,30,0.69,0,0.69,4.39,0.23,0.4,0.46,0.42,20.82,9.25,0,3.7,57.95,3.47,5.09,1.16,1.39,56,1.54,1.94,2.08,33,0.93,43,0.69,0,17.58,17.7,3.01,3.24,0.23,58.06,10.18,58,2.31,71,0.46,0,0,19.66,71,1.62,21,70,0.46,2.31,14,42,-30,61.6,1.39,0.57,0.89,22.9,81,5.7,7.17,0.69,0.69,0,0.23,5.55,6.24,0,0,0.46,29,0.69,14,70,16,26,55,19,18.3,13.2,0.96,108,-5.1,17.58,14.22,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,2,4.65,22,-0.02,0.02,-0.03,0.13,,0.1
Adriano Bertaccini,Sint-Truiden,Jupiler Pro League,2025/2026,35,0.39,1,Centre Forward,,Man,Belgium,25,12/08/00,173,2.57,2.57,0.59,0.06,10.29,25,75,16,,1.25,2.57,0.27,5.14,2.57,0.27,5.14,0,0,0,5.14,0.86,15.43,4.28,0,0,0,,0,0,2.57,0,0,0,2.57,2.34,5.14,5.14,0.17,0,32.29,5.14,5.14,0,0,,0,0,0,,0,33,2.57,0,5.14,4.67,0,0,0,57.28,2.57,50,0,,0,0,0,12.86,71,2.57,0,100,2.57,2.57,14,0,-71,74.33,2.57,0.63,0.85,12.86,80,6.31,7.71,0,0,0,2.57,10.29,10.29,0,,2.57,100,2.57,14,57,29,33,67,0,17.2,7.54,1.11,,-9.66,19.06,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,29,7.71,38,0.07,0.07,0.22,0.01,,0.36
