Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
R. Sandoval,Irapuato,Irapuato,LB,25,977,1,0.8,1,0.65,Mexico,8.29,7.28,65.82,1.66,44.44,0.09,0.13,0.28,3.41,4.72,0.37,1,0.09,0,0,4.51,0.09,1,0.09,0.07,0,0,8,0.74,62.5,12.5,0.09,5.44,33.9,3.68,60,6.36,44.93,1.11,2.67,0.28,25.79,2.12,0.28,36.29,79.19,11.42,78.23,7.65,97.59,11.88,75.97,3.87,54.76,21.92,37.56,0.06,0.74,0.09,0,0,0,0.28,3.41,81.08,4.05,40.91,0.09,0,0,1.75,7.83,71.76,0,,0,,0,0,0,0,,,0.92,,
S. Flores,Jaiba Brava,Jaiba Brava,"RCMF, LCMF, DMF",30,874,1,0.15,0,0.02,Mexico,10.61,9.37,61.54,2.27,50,0.1,0.14,0.41,4.74,6.3,2.57,5,0.51,0,0,0.31,0.1,1,0.1,0.02,0,0,4,0.41,25,25,0,0.1,0,0.41,50,2.27,45.45,0.31,0.31,0,30.69,0,0.82,46.44,86.25,18.02,80,3.81,97.3,18.64,91.71,5.56,74.07,19.05,30.74,0,0.1,0.1,0.1,0,0,0,9.58,80.65,0.93,44.44,0.1,0,0.51,0,9.16,80.9,0,,0,,0,0,0,0,,,0.1,,
E. García,Tapatío,Tapatío,GK,23,532,0,0,0,0,Mexico,0.85,0.17,100,0.34,100,0,0,0,0.68,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.58,0.51,0.17,24.53,83.45,14.55,73.26,0,0,8.29,97.96,8.29,59.18,28.01,45.65,0,0,0,0,0,0,0,1.69,30,0.34,0,0,0,0,0,5.92,65.71,6,1.02,23,3.89,1,73.91,5.34,0.9,-0.66,-0.112,0,0.85,0.34
J. Gómez,Tepatitlán de Morelos,Tepatitlán de Morelos,"RB, RW",26,811,0,0.31,1,1.21,Mexico,6.88,5.88,69.81,1.66,66.67,0.22,0.29,0,2.55,3.37,0.55,0,0,0,0,3.55,0,0,0,0.03,0,0,9,1,22.22,0,0.11,4.55,46.34,3.22,37.93,6.1,38.18,0.78,2.11,0.44,19.31,3,0.89,29.19,69.2,9.54,51.16,5.22,95.74,10.99,70.71,5.55,32,21.54,39.38,0.13,1.33,0,0,0,0,0.67,4.44,50,4.77,44.19,0.44,0,0.67,2.11,7.88,69.01,0,,0,,0,0,0,0,,,0.33,,
D. Álvarez,CA La Paz,CA La Paz,"LW, LAMF",31,805,3,3.16,3,1.93,Mexico,3.24,2.68,79.17,0.89,50,0,0,0,1.12,1.63,0.45,0,0,0,0,5.93,0.34,2,0.22,0.35,0,0,26,2.91,34.62,11.538,0.34,4.25,26.32,6.04,62.96,11.85,50,3.02,3.69,0.34,26.39,2.35,1.01,32.87,66.67,8.72,57.69,5.48,81.63,9.84,61.36,2.68,33.33,17.92,39.87,0.22,2.12,0,0,0.11,0,0.89,3.24,55.17,5.03,44.44,0.22,0,1.9,1.01,5.81,86.54,0,,0,,0,0,0,0,,,0,,
G. Alcalá,CA La Paz,CA La Paz,GK,33,200,0,0,0,0,Mexico,0.9,0,0,0,0,0,0,0,0.9,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0.9,0,23.85,77.36,16.2,72.22,0,0,6.3,100,9.9,54.55,34.54,49.58,0,0,0,0,0,0,0,2.7,50,0,0,0,0,0,0,9.45,57.14,3,1.35,15,6.75,0,80,4.34,1.95,1.34,0.603,0,0,0
S. Zamora,Tapatío,Tapatío,"LCMF, DMF, RCMF",22,1122,0,0.28,1,0.64,Mexico,7.62,5.05,71.43,1.52,57.89,0.48,0.62,0.32,3.53,4.52,0.8,3,0.24,0,0,0.48,0,0,0,0.02,0,0,4,0.32,50,0,0.08,0.32,75,0.32,25,2.49,38.71,0.4,0.88,0,25.83,0.16,0.8,36.66,91.03,8.5,79.25,6.18,96.1,17.49,94.95,2.89,66.67,19.89,37.14,0.05,0.32,0,0.08,0,0,0.24,5.7,76.06,0.72,44.44,0.08,100,0.24,0.24,5.21,80,0,,0,,0,0,0,0,,,1.84,,
J. Rodríguez,Cancún,Cancún,CF,29,825,6,5.77,0,0.4,Colombia,1.96,1.96,50,1.64,20,0,0,0.11,0.98,1.14,0.76,1,0.11,0,0,4.04,0.65,6,0.65,0.63,0,0,28,3.05,60.71,21.429,0,0.55,20,3.05,64.29,9.82,40,4.15,1.64,0.44,12.87,1.31,1.09,17.45,83.75,2.95,59.26,5.02,97.83,4.8,81.82,0.55,60,16.89,18.61,0.04,0.55,0,0,0.11,100,0.44,1.42,61.54,1.31,41.67,0.22,100,0.98,0,1.09,70,0,,0,,0,0,0,0,,,0.11,,
B. Galindo,Cancún,Cancún,"RCB, CB",26,1014,0,0.11,0,0.25,Mexico,6.48,3.55,62.5,3.2,38.89,0.36,0.41,0.8,3.91,4.52,1.15,4,0.36,0,0,0,0,0,0,0.01,0,0,3,0.27,0,0,0,0,0,0.18,0,0.44,40,0.44,0.18,0,18.46,0.44,0.18,27.43,87.38,12.78,80.56,1.42,87.5,10.74,94.21,3.28,45.95,19.46,34.96,0.02,0.18,0,0,0,0,0,3.02,61.76,0.36,50,0.36,25,0.18,0,4.79,75.93,0,,0,,0,0,0,0,,,0.89,,
P. González,Tlaxcala,Tlaxcala,"RCMF, LCMF, AMF",33,926,0,0.38,1,0.76,Mexico,7.19,5.73,67.8,0.78,62.5,0.49,0.6,0.1,2.82,3.51,1.07,3,0.29,0,0,0.87,0,0,0,0.04,0,0,14,1.36,28.57,0,0.1,0.29,66.67,0.49,60,3.4,34.29,0.29,0.97,0,22.94,0.78,0.49,35.86,84.28,13.02,73.88,4.76,97.96,13.22,90.44,6.8,65.71,21.4,39.16,0.07,0.87,0,0,0,0,0.29,7.48,74.03,1.65,47.06,0.39,75,0.29,0.1,7.39,81.58,0,,0,,0,0,0,0,,,0.58,,
L. Razo,Mineros de Zacatecas,Mineros de Zacatecas,CF,31,410,4,1.66,0,0.31,Mexico,1.76,1.54,28.57,2.85,30.77,0,0,0,1.32,1.86,0.66,1,0.22,0,0,2.2,0.88,3,0.66,0.36,0,0,10,2.2,50,40,0,0.44,50,1.54,57.14,9.88,24.44,3.07,0.88,0,16.02,1.54,1.1,24.59,80.36,4.61,57.14,7.68,85.71,5.93,96.3,0.44,100,13.96,14.79,0.07,0.88,0,0,0,0,0.44,2.63,66.67,1.1,60,0,0,1.1,0.22,1.98,66.67,0,,0,,0,0,0,0,,,0.44,,
