Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
L. Cháves,Panetolikos FC,Panetolikos FC,GK,30,3493,0,0,0,0,Argentina,1.75,0.15,83.33,0.62,95.83,0.03,0.03,0,1.6,1.86,0,2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.21,75,0,0,0,15.56,0.13,0.28,24.4,80.78,14.53,70.57,0.03,100,9.22,96.09,10.8,62.05,36.07,49.24,0,0,0,0,0,0,0,3.63,46.1,0.39,0,0.31,8.33,0,0,7.63,74.66,30,0.77,164,4.23,14,81.71,39.94,1.03,9.94,0.256,0.03,2.55,0.62
L. Gugeshashvili,PAOK,Panserraikos,GK,26,3135,0,0,1,0,Georgia,1.72,0.09,66.67,0.46,81.25,0,0,0,1.67,2.21,0.03,4,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0.2,42.86,0,0.03,0,9.5,0.32,0.2,15.39,79.1,8.35,67.7,0,0,6.89,92.92,6.11,55.4,34.95,50.05,0,0,0,0,0,0,0,1.89,27.27,0.26,0,0.09,33.33,0,0,3.93,64.23,52,1.49,172,4.94,5,69.77,51.41,1.48,-0.59,-0.017,0,2.01,0.46
K. Tzolakis,Olympiacos Piraeus,Olympiacos Piraeus,GK,22,3048,0,0,0,0,Greece,1.62,0.03,100,0.47,100,0,0,0,1.59,2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,100,0,0.03,0,10.84,0.27,0.18,17.04,76.26,12.22,69.32,0,0,4.43,94.67,8.3,56.23,37.69,51.06,0,0,0,0,0,0,0,4.22,48.95,0.41,7.14,0.3,30,0.09,0,6.05,78.05,20,0.59,80,2.36,16,75,22.79,0.67,2.79,0.082,0,1.18,0.47
P. Liagas,Levadiakos,Levadiakos,"RCB, LCB, CB",25,2949,1,0.53,1,0.2,Greece,8.64,4.36,68.53,2.99,54.08,0.98,1.37,0.61,4.67,6.56,0.64,6,0.18,0,0,0.09,0.03,1,0.03,0.02,0,0,6,0.18,16.67,16.667,0.03,0,0,0.15,40,0.79,38.46,0.27,0.58,0,27.77,0.27,0.76,41.11,83.67,18.71,71.78,1.77,94.83,18.1,95.28,7.63,52.4,23.6,39.02,0.01,0.03,0,0,0,0,0.03,5.46,63.13,0.43,28.57,0.37,50,0.12,0,9.22,68.87,0,,0,,0,0,0,0,,,1.28,,
Julián,Antalyaspor,Aris,GK,34,2868,0,0,0,0,Spain,0.91,0.09,66.67,0.19,83.33,0,0,0,0.85,1.24,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,80,0,0,0,10.39,0.16,0.09,15.78,81.51,9.26,71.86,0.03,0,6.12,96.41,6.87,63.01,32.57,43.57,0,0,0,0,0,0,0,0.91,37.93,0.06,0,0.03,0,0,0,5.02,64.38,27,0.85,101,3.17,13,73.27,31.27,0.98,4.27,0.134,0,1.13,0.19
E. Bergström,,Panserraikos,"RCB, CB",32,2861,0,1.03,1,0.51,Sweden,7.11,3.77,67.5,4.5,65.03,0.13,0.17,0.63,4.44,5.95,0.91,3,0.09,0,0,0.13,0,0,0,0.03,0,0,10,0.31,30,0,0.03,0.03,0,0.03,100,0.25,62.5,0.53,0.16,0,22.59,0.31,0.28,35.45,88.82,12.39,79.44,1.82,94.83,18.21,95.51,2.64,40.48,20.63,32.9,0.02,0.13,0,0,0,0,0.06,2.39,59.21,0.16,40,0.09,33.33,0.13,0,5.13,62.58,0,,0,,0,0,0,0,,,1.26,,
B. Drągowski,Panathinaikos,Panathinaikos,GK,28,2851,0,0,0,0,Poland,1.14,0.06,50,0.25,87.5,0,0,0,1.1,1.79,0.03,0,0,1,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,100,0.25,62.5,0,0,0,13.16,0.13,0.22,18.88,85.79,9.41,75.84,0.03,100,8.43,95.88,6.5,61.65,30.76,47.9,0,0,0,0,0,0,0,1.8,47.37,0.22,0,0.38,33.33,0,0,4.32,70.07,28,0.88,103,3.25,10,72.82,33.16,1.05,5.16,0.163,0.03,1.04,0.25
A. Kalogeropoulos,Olympiacos Piraeus,Volos NFC,"RCB, LCB",21,2821,1,2.57,0,0.03,Greece,8.2,3.92,62.6,5.3,56.63,0.26,0.35,0.99,5.49,7.57,0.77,4,0.13,0,0,0.29,0.03,1,0.03,0.08,1,0.03,17,0.54,23.53,5.882,0,0.1,66.67,0.13,75,1.21,60.53,0.7,0.45,0.03,28.39,0.57,1.12,41.16,88.06,17.99,78.55,2.97,97.85,17.58,95.83,4.82,57.62,22.21,39.86,0,0.03,0,0,0.03,0,0.03,5.2,68.71,0.51,31.25,0.29,11.11,0.06,0.06,8.01,73.31,0,,0,,0,0,0,0,,,2.07,,
M. Vichos,Levadiakos,Levadiakos,"LB, LWB",25,2812,3,2.01,3,1.91,Greece,8.64,5.86,52.46,3.65,51.75,0.74,1.05,0.26,4.83,6.86,1.02,3,0.1,0,0,2.37,0.1,3,0.1,0.06,1,0.03,19,0.61,36.84,15.789,0.1,3.17,28.28,1.89,66.1,4.8,51.33,0.83,1.18,0.1,25.25,2.05,1.7,33.64,73.36,12.13,62.53,6.69,93.3,10.08,77.14,3.33,33.65,20.23,32.48,0.06,0.64,0.13,0,0,0,0.35,3.42,62.62,2.69,39.29,0.19,50,0.42,0.77,7.75,63.22,0,,0,,0,0,0,0,,,0.45,,
S. Ingason,Panathinaikos,Panathinaikos,"LCB, RCB",32,2772,1,2.63,1,0.53,Iceland,7.24,4.35,68.66,5.1,56.05,0.26,0.41,0.45,3.99,6.31,0.84,3,0.1,1,0.03,0.52,0.03,1,0.03,0.09,0,0,15,0.49,53.33,6.667,0.03,0.1,0,0.36,72.73,1.2,45.95,0.84,0.91,0.03,30.1,0.49,0.75,45.97,87.08,17.82,73.04,2.63,96.3,21.07,96.76,5.03,43.87,21.25,37.26,0.02,0.13,0.06,0,0,0,0.06,4.71,66.21,0.49,20,0.16,20,0.19,0,6.66,64.39,0,,0,,0,0,0,0,,,1.79,,
