Name,Team,Competition,Season,Minutes,90s,Appearances,Primary Position,Secondary Position,Gender,Nationality,Age,Date of Birth,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
A.Chichinadze,Orenburg,Premier League,2025/2026,1380,15.33,15,Right Centre Back,Left Centre Back,Man,Georgia,28,04/10/97,189,0,0,0.05,0.12,0.39,0,33,0,,0.02,0,0.01,0.07,0,0.01,0.07,0,0,0,0,0.05,0.46,-0.05,1.11,0.52,0.59,47,1.63,0,0.52,1.3,1.63,1.41,3.65,2.96,18.65,10.31,0.04,7.04,30.21,1.96,9.33,2.09,3.72,71,1.87,3.28,2.09,65,0.85,52,2.22,0,14.48,13.37,5.15,2.48,0.85,32.59,3.26,23,1.3,53,0.2,0,0,30.39,81,2.15,11,47,4.57,3.65,16,66,-15,44.52,3.91,0.28,0.29,24.07,93,5.15,5.74,0.26,0.26,0,0.13,0.98,1.24,0.07,0,0,0,0.07,38,55,7,45,47,8,21.23,21.6,0.91,92,0.38,19.39,19.87,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,10,2.24,19,0.06,0.05,0.06,-0.02,,0.15
Abakar Gadzhiev,FK Akhmat Grozny,Premier League,2025/2026,133,1.47,6,Right Midfielder,Right Wing,Man,Russia,22,30/12/03,180,0,0,0.09,0.06,1.36,0,0,2,,0,0,0.13,2.71,0,0.11,2.03,0,0.02,0.68,0,0.22,4.07,-0.22,1.36,0.68,0.68,50,0,0,2.03,2.71,1.36,0.72,1.36,0.51,29.83,13.56,0,6.1,52.97,2.71,6.1,0.68,2.03,50,1.13,1.85,3.39,0,0.68,29,1.36,0,25.77,25.16,5.42,8.81,1.36,56.11,12.88,50,6.78,77,0.68,0,0,28.48,67,1.36,69,33,2.71,2.71,24,64,-4,56.65,3.39,0.22,0.31,25.77,82,4.32,6.78,3.39,2.03,1.36,0,2.03,4.07,0,20,0.68,50,0,20,70,11,30,50,20,19.68,19.02,0.89,84,-0.66,17.55,15.93,0,0,0,0,0,,0,0,,0,0,0,0,0,0,37,17,3.86,25,0.03,0.05,-0.03,-0.02,,0.03
Abdulpasha Dzhabrailov,Dynamo Makhachkala,Premier League,2025/2026,417,4.63,14,Right Centre Midfielder,Left Centre Midfielder,Man,Russia,21,23/11/04,177,0,0,0.08,0.12,0.65,0,33,0,,0.01,0,0.01,0.22,0,0.01,0.22,0,0,0,0,0.09,0.86,-0.09,0.86,0.86,0,100,0.86,0,1.94,1.94,1.51,1.57,1.08,0.89,19.85,7.98,0.02,5.39,43.62,8.85,14.24,1.51,3.02,64,1.94,3.51,1.73,40,0.86,50,2.16,0,16.83,16.08,4.1,6.04,1.29,46.32,7.55,45,3.24,54,0.65,0,0,39.92,74,1.51,18,44,2.37,2.16,23,62,-12,56.79,3.88,0.39,0.44,29.56,88,3.6,11.44,0.86,0.86,0,0.22,1.94,2.81,0.22,0,0,0,0.22,26,64,10,26,62,11,18.18,19.96,0.94,86,1.79,17.16,17.16,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,10,4.42,34,0.12,0.06,0,-0.05,,0.13
Adolfo Gaich,Krylya Sovetov,Premier League,2025/2026,82,0.91,3,Centre Forward,,Man,Argentina,27,25/02/99,190,0,0,0.16,0.07,2.2,0,0,9,,0,0,0,0,0,0,0,0,0,0,0,0.16,2.2,-0.16,0,0,0,,1.1,0,0,1.1,0,0,2.2,2.66,14.33,3.31,0,1.1,56.63,0,3.31,0,0,,0,0,2.2,,0,33,1.1,0,12.12,12.25,1.1,3.31,0,65.54,7.71,64,1.1,33,0,0,0,12.12,45,0,0,0,2.2,1.1,9,0,-45,46.16,0,0,0.16,7.71,100,3.55,1.1,0,0,0,0,3.31,3.31,0,,0,,0,27,55,18,0,100,0,17.56,4.27,0.58,,-13.29,10.13,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,45,0,0.11,1,-0.02,0.15,0.21,-0.19,,0.16
Aleksa Đurasović,Akron,Premier League,2025/2026,477,5.3,8,Centre Defensive Midfielder,,Man,Serbia,23,22/12/02,176,0.19,0.19,0.06,0.07,0.75,25,50,1,,0.09,0,0.01,0.19,0,0.01,0.19,0,0,0,0.19,0.07,0.94,0.12,0,0,0,,0.94,0,0.75,0.75,0.75,0.4,1.32,0.74,13.58,6.6,0,3.77,48.67,5.09,9.62,0.57,1.32,38,0.6,1,0.94,0,0.94,64,1.32,0,12.07,10.11,2.83,4.53,0.75,51.93,6.98,58,3.58,79,0.38,0,0,30.75,83,1.32,80,50,1.7,2.26,16,77,-6,53.36,5.09,0.42,0.45,21.69,94,4.89,9.81,0,0,0,0,1.89,1.89,0,,0.19,20,0.19,22,72,5,25,71,4,20.24,18.28,0.96,95,-1.96,19.38,17.32,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,7,6.32,33,0.01,0.05,0.08,-0.03,,0.12
Aleksandar Jukic,Fk Rubin Kazan,Premier League,2025/2026,392,4.35,10,Right Centre Midfielder,Left Centre Midfielder,Man,Austria,25,25/07/00,183,0,0,0.09,0.06,1.61,0,14,2,,0.19,0,0.12,1.15,0,0.01,0.23,0,0.11,0.92,0,0.21,2.76,-0.21,0.92,0.46,0.46,50,0.23,0,1.38,2.3,0.92,0.74,0.46,0.23,20.91,10.8,0.02,4.6,50.18,2.07,4.6,0.92,1.84,50,0.54,1.28,0.46,20,0.92,0,0,0,19.53,11.92,3.68,3.91,0.23,51.19,10.8,55,2.53,65,0.23,0,0,26.2,68,2.76,14,41,0.92,6.2,22,66,-2,60.67,4.14,0.27,0.31,23.67,86,4.98,6.89,2.3,0.69,1.61,0.23,2.07,2.76,0.23,20,0.46,40,0.46,18,68,14,17,73,10,21.78,19.78,0.9,105,-2,19.53,20.69,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,3,5.29,47,0.09,0.01,-0.02,0.02,,0.1
Aleksandr Chernikov,FK Krasnodar,Premier League,2025/2026,1094,12.16,13,Right Defensive Midfielder,Left Defensive Midfielder,Man,Russia,26,31/01/00,184,0.08,0.08,0.16,0.09,1.64,5,30,1,,0.11,0,0.04,0.33,0,0.04,0.33,0,0,0,0.08,0.2,1.97,-0.11,0.58,0.41,0.16,71,1.97,0,1.07,1.07,1.23,1.74,1.07,1.4,20.23,10.69,0.03,7.07,42.56,5.1,10.85,1.56,2.8,61,1.89,3.62,2.3,29,0.99,46,1.48,0,16.36,20.92,5.92,5.02,0.99,43.37,5.92,36,2.63,52,0.33,0,0,41.77,84,3.04,12,77,1.56,3.45,17,77,-7,52.5,4.52,0.47,0.55,33.06,95,4.39,10.28,0.99,0.9,0.08,0.25,3.37,4.28,0,33,0.41,50,0.49,22,67,11,27,66,6,18.3,15.71,0.98,99,-2.59,17.99,15.63,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,8,5.15,32,0.06,0.05,0.01,-0.13,,0
Aleksandr Degtev,Sochi,Premier League,2025/2026,683,7.59,7,Goalkeeper,,Man,Russia,21,26/04/05,195,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.13,0,8.43,2.53,0,5.01,0,0,0,0,0,0,0,0.13,,0,0,0,0,0,0,0,,0,,0,,0,0,0,28.33,62,7.38,18,35,5.27,15.55,20,45,-16,11.25,0.66,0.19,0.19,20.82,100,6.15,0.26,0,0,0,0,0,0,0.13,,0,,0,53,47,0,100,0,0,40.01,41.91,0.73,71,1.9,29.15,29.56,1.71,1.8,0.08,69,68,2,1.72,5.53,34,16.47,1.51,0.26,0.26,17.66,0,23,4,1.01,14,0.08,0.12,,,-0.11,0.09
Aleksandr Erokhin,Zenit St. Petersburg,Premier League,2025/2026,59,0.65,8,Centre Attacking Midfielder,Right Defensive Midfielder,Man,Russia,36,12/10/89,195,0,0,0,,0,,,0,,0,1.53,0.24,1.53,1.53,0.24,1.53,0,0,0,1.53,0.24,1.53,1.3,0,0,0,,1.53,0,1.53,1.53,1.53,2.46,3.06,4.75,12.26,9.19,0.09,4.6,41.36,0,3.06,0,1.53,,0,2.46,1.53,,0,57,6.13,0,12.26,19.25,3.06,1.53,0,46.99,4.6,38,1.53,100,0,0,0,21.45,71,1.53,25,100,3.06,1.53,43,50,-21,53.89,3.06,0.18,0.42,12.26,75,3.75,4.6,1.53,1.53,0,0,3.06,4.6,1.53,0,0,,0,14,71,14,67,0,33,15.06,12.13,1.23,153,-2.94,18.51,18.51,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,7,6.13,43,-0.03,0,-0.1,,,-0.14
Aleksandr Filin,Baltika,Premier League,2025/2026,1123,12.47,14,Left Centre Back,Centre Back,Man,Russia,29,24/06/96,179,0,0,0.02,0.05,0.48,0,0,0,,0,0,0.05,0.48,0,0.05,0.48,0,0,0,0,0.07,0.96,-0.07,0.08,0.08,0,100,2.08,0,0.24,0.24,1.28,1.15,4.41,3.98,10.34,5.53,0.04,4.09,30.74,5.05,15.07,1.92,3.21,80,1.58,2.73,1.68,58,0.48,58,3.05,0.08,6.73,5.9,2.57,1.28,0.32,36.71,2.24,33,0.64,50,0.08,0,0,31.42,69,3.53,80,55,5.05,5.77,15,63,-7,42.67,2.65,0.31,0.33,17.24,97,3.95,4.41,0.56,0.56,0,0.32,2.24,2.81,0,43,0.24,38,0.64,32,60,8,29,67,4,23.96,20.23,0.93,84,-3.73,22.27,17.04,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,9,3.37,28,0.1,0,0.02,-0.03,,0.09
