Name,Team,Competition,Season,Minutes,90s,Appearances,Primary Position,Secondary Position,Gender,Nationality,Age,Date of Birth,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Abdoulay Diaby,Boavista,Primeira Liga,2024/2025,975,10.83,12,Right Wing,Centre Forward,Man,Mali,34,20/05/91,172,0.09,0.09,0.18,0.1,1.75,5,53,4,,0.31,0.09,0.06,0.37,0.09,0.06,0.37,0,0,0,0.18,0.24,2.12,-0.05,0.55,0.28,0.28,50,1.11,0,1.66,2.22,0.46,0.18,0.65,0.5,14.49,6.37,0,3.05,53.61,3.32,4.62,0.65,1.11,64,0.42,0.6,1.29,40,0.37,33,0.83,0,12.55,8.62,2.49,2.95,0.65,54.83,7.11,57,2.31,78,0.09,0,0,18.46,73,1.29,83,52,1.38,1.75,34,64,-9,58.39,2.12,0.28,0.39,19.02,83,6.82,5.45,0.46,0.37,0.09,0.37,3.78,4.15,0.09,40,0.37,40,0.46,12,71,17,17,69,14,19.59,19.41,0.93,95,-0.18,18.3,18.39,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,10,1.98,17,0.03,0.06,0.01,0.02,,0.12
Aderllan Santos,AVS,Primeira Liga,2024/2025,653,7.26,10,Centre Back,Left Centre Back,Man,Brazil,36,08/04/89,193,0,0,0,0,0.14,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,,0.14,0,0.14,0.28,0.41,0.25,8.13,4.69,8.95,3.86,0.14,5.1,19.66,0.96,8.54,1.1,1.51,67,0.96,1.2,1.1,50,0.55,59,2.34,0.14,6.75,4.81,1.79,1.38,0.41,29.34,0.96,14,0.55,40,0.14,0,0,25.2,79,2.07,13,47,9.09,3.44,18,64,-16,30.46,0.28,0.11,0.11,17.49,98,2.99,0.41,0.14,0.14,0,0,0,0.14,0,0,0,,0,26,70,4,67,33,0,24.97,25.07,0.94,88,0.11,23.5,22.13,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,5,1.35,15,0.02,0.02,-0.06,0,,-0.03
Aderllan Santos,Rio Ave,Primeira Liga,2024/2025,1733,19.26,18,Centre Back,Left Centre Back,Man,Brazil,36,08/04/89,193,0,0,0.04,0.07,0.57,0,18,0,,0.07,0,0,0,0,0,0,0,0,0,0,0.04,0.57,-0.04,0.05,0.05,0,100,0.26,0,0.05,0.05,1.82,1.6,7.11,6.75,12.67,6.13,0.05,6.44,24.85,1.04,9.4,2.39,4.21,82,2.31,3.92,0.83,79,0.52,77,2.8,0,9.45,8.26,3.06,1.71,0.26,30.03,1.56,16,0.36,21,0.16,0,0,43.72,89,3.79,14,67,7.63,5.14,10,73,-16,31.85,0.99,0.29,0.3,31.57,100,3.19,0.99,0.16,0.16,0,0,1.14,1.3,0.05,0,0,,0,20,78,2,37,63,0,23.26,21.2,0.96,93,-2.07,22.29,19.64,0,0,0,0,0,,0,0,,0,0,0,0,0,0,11,7,2.61,21,0.01,0.01,-0.05,0,,-0.02
Adrian Bajrami,Benfica,Primeira Liga,2024/2025,14,0.16,1,Left Back,,Man,Albania,23,04/04/02,188,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,6.38,0,0,0,0,0,25.53,6.38,,6.38,43.16,0,0,0,0,,0,0,0,,0,,0,0,25.53,34.06,6.38,12.77,0,43.16,12.77,50,12.77,100,0,0,0,57.45,73,12.77,100,50,0,25.53,0,,,51.22,0,0,0,63.83,90,3.2,6.38,0,0,0,0,0,0,0,,0,,0,18,73,9,0,100,0,28.82,,0.91,,,26.22,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,9,,,-0.12,0.1,,,,-0.02
Adriano Firmino dos Santos da Silva,Santa Clara,Primeira Liga,2024/2025,2855,31.73,32,Left Defensive Midfielder,Right Defensive Midfielder,Man,Brazil,25,03/11/99,187,0,0,0.03,0.08,0.41,0,31,0,,0.01,0,0.04,0.57,0,0.04,0.57,0,0,0,0,0.07,0.98,-0.07,1.1,0.69,0.41,63,0.72,0,0.69,1.04,0.79,0.56,1.61,1.07,15.48,8.54,0.03,4.22,38.67,3.72,8.04,1.2,1.99,68,0.98,1.54,1.51,50,0.57,47,0.72,0.03,12.8,9.93,2.96,2.74,0.44,42.57,4.13,32,1.45,53,0.25,0,0.03,36.37,85,2.02,16,61,2.14,2.77,24,78,-7,47.77,3.88,0.35,0.41,31.27,95,4.56,6.24,0.35,0.35,0,0.06,0.72,1.07,0.13,18,0.06,18,0.09,19,69,12,31,60,9,19.58,17.51,0.96,95,-2.06,18.83,16.64,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,8,3.34,28,0.02,0.04,0.02,-0.02,,0.07
Adrián Butzke,Nacional,Primeira Liga,2024/2025,535,5.94,10,Centre Forward,Left Centre Forward,Man,Spain,26,29/03/99,193,0,0,0.26,0.08,3.2,0,26,6,,0.14,0.17,0.07,1.01,0.17,0.07,1.01,0,0,0,0.17,0.33,4.21,-0.16,0.5,0.17,0.34,33,0.84,0,1.01,2.86,0.17,0.06,1.01,0.82,17.67,8.08,0,2.86,62.18,2.36,3.53,0.5,0.67,60,0.49,0.55,1.35,33,0.34,55,3.53,0,15.82,12.22,2.19,3.7,0.17,65.87,12.62,80,3.53,95,0.34,0,0,16.49,69,0.67,17,67,1.18,0.84,40,59,-10,57.01,2.36,0.26,0.5,14.47,79,4.82,4.71,0,0,0,0.17,6.06,6.06,0,,0,0,0.5,16,68,15,21,79,0,16.8,15.6,0.98,93,-1.2,16.41,14.58,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,8,2.96,18,-0.05,-0.03,0.01,-0.22,,-0.29
Adrián Marín,Sporting Braga,Primeira Liga,2024/2025,770,8.55,10,Left Back,Left Centre Back,Man,Spain,28,08/01/97,181,0,0,0,,0,,,0,,0,0.23,0.12,0.7,0.23,0.12,0.7,0,0,0,0.23,0.12,0.7,0.12,0.7,0.35,0.35,50,0.23,0,0.35,0.7,2.45,3.29,1.87,2.09,16.13,7.83,0.02,5.38,33.52,3.86,10.17,1.99,4.44,65,1.98,5.27,1.29,25,1.05,61,1.64,0,12.86,15.59,3.74,2.45,0.82,37.38,4.21,33,1.29,52,0,0,0,56.58,82,3.97,96,56,2.57,6.43,12,75,-7,46.62,7.71,0.52,0.54,46.52,98,3.27,11.46,1.05,0.82,0.23,0.23,0.23,1.05,0,11,0.23,15,0.12,38,58,4,45,51,4,20.72,17.41,0.94,92,-3.31,19.47,16.03,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,10,4.78,36,0.23,0.07,0.08,,,0.38
Afonso Assis,Moreirense,Primeira Liga,2024/2025,22,0.24,1,Left Defensive Midfielder,,Man,Portugal,18,14/07/06,163,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,16.73,12.55,0,0,61.01,0,4.18,0,0,,0,0,4.18,,0,,0,0,12.55,2.96,0,0,0,61.01,12.55,100,0,,0,0,0,12.55,33,0,100,,0,0,67,50,17,42.5,0,0,0,16.73,100,2.3,0,0,0,0,0,0,0,0,,0,,0,33,67,0,,,,11.4,8.26,0.97,134,-3.14,11.1,11.1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,100,33,,,-0.09,0,0,,,-0.09
Afonso Moreira,Sporting CP,Primeira Liga,2024/2025,4,0.04,1,Left Wing,,Man,Portugal,20,18/03/05,175,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,22.41,38.7,0,0,67.22,22.41,0,44.81,64.97,0,0,22.41,44.81,100,38.7,77.41,0,100,0,,0,0,44.81,77.41,22.41,0,0,63.91,44.81,100,0,,0,0,0,0,,0,,,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,,,,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,0.06,,,0.06
Afonso Patrão,Sporting Braga,Primeira Liga,2024/2025,271,3.02,7,Centre Forward,,Man,Portugal,18,02/02/07,,0.33,0.33,0.14,0.14,0.99,33,33,2,,0.3,0.33,0.21,0.99,0.33,0.21,0.99,0,0,0,0.66,0.34,1.99,0.32,1.33,0.33,0.99,25,1.33,0,2.98,3.32,0,0,0.66,0.57,28.18,12.27,0,5.64,65.92,1.99,2.32,0.33,0.33,100,0.52,0.52,1.66,,0,14,0.99,0,26.19,32.73,5.3,4.31,0,67.3,21.55,82,4.31,100,0,0,0,14.92,72,0.33,7,50,0.66,0.66,17,63,-10,59.52,1.33,0.25,0.47,15.25,65,4.07,5.64,0,0,0,0.33,2.98,2.98,0,,0,,0.33,15,62,23,18,71,12,14.16,17.56,0.96,80,3.4,13.61,14.13,0,0,0,0,0,,0,0,,0,0,0,0,0,0,40,17,3.32,21,-0.01,-0.04,0.01,0.19,,0.15
