Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
M. Schuhen,Darmstadt 98,Darmstadt 98,GK,32,3373,0,0,0,0,Germany,0.83,0,0,0.21,75,0.03,0.04,0,0.8,1.09,0,2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,100,0.03,0.03,0,16.25,0.27,0.08,23.72,91.9,11.87,85.62,0,0,10.94,98.29,6.88,75.19,29.04,49.48,0,0,0,0,0,0,0,2.03,68.42,0.19,28.57,0.16,33.33,0.03,0,5.87,82.73,54,1.44,161,4.3,4,66.46,47.88,1.28,-6.12,-0.163,0,1.09,0.21
N. Kristof,Elversberg,Elversberg,GK,25,3365,0,0,0,0,Germany,1.12,0.03,100,0.27,70,0,0,0,1.1,1.54,0,2,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,100,0,0,0,22.2,0.11,0,31.64,90.87,13.56,81.26,0.03,100,17.36,98.46,6.71,62.95,28.59,47.99,0,0,0.03,0,0,0,0,2.03,50,0.19,0,0.19,42.86,0,0,5.51,73.3,37,0.99,126,3.37,13,70.63,38.97,1.04,1.97,0.053,0.03,1.12,0.27
M. Neubauer,Elversberg,Elversberg,LB,29,3365,3,1.46,3,5.14,Germany,8.1,6.21,65.52,2.11,43.04,0.16,0.23,0.08,3.88,5.44,0.88,4,0.11,0,0,1.85,0.08,3,0.08,0.04,0,0,27,0.72,33.33,11.111,0.08,3,34.82,0.7,76.92,1.71,51.56,1.23,2.57,0.45,31.72,2.62,0.4,42.55,80.45,15.67,72.35,7.92,93.58,12.38,82.72,4.49,46.43,19.46,38.15,0.14,1.47,0.03,0.03,0.08,33.33,0.35,5.99,68.3,3.37,49.21,0.72,29.63,1.02,1.1,10.27,74.74,0,,0,,0,0,0,0,,,1.04,,
M. Weiß,Burnley Academy,Karlsruher SC,GK,21,3351,0,0,0,0,Germany,1.58,0.05,0,0.4,93.33,0.05,0.06,0,1.53,1.82,0,3,0.08,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,100,0.19,100,0,0,0.03,21.54,0.51,0.27,33.41,90.51,16.68,84.22,0,0,16.09,97.33,8.49,68.99,29.61,46.34,0,0,0,0,0,0,0,1.83,58.82,0.08,66.67,0.03,100,0.05,0,7.63,77.46,55,1.48,166,4.46,8,66.87,52.05,1.4,-2.95,-0.079,0,1.8,0.4
M. Wanitzek,Karlsruher SC,Karlsruher SC,"LW, LCMF",32,3351,13,9.71,12,10.11,Germany,5.24,4.11,68.63,3.65,46.32,0.35,0.41,0.03,2.07,2.46,0.67,3,0.08,0,0,3.38,0.35,11,0.3,0.26,0,0,90,2.42,33.33,14.444,0.32,2.95,43.64,2.09,57.69,6.31,45.53,2.82,2.61,0.56,27.72,1.99,1.56,38.35,79.69,13.19,75.15,6.55,90.16,11.01,79.27,4.22,57.96,18.05,35.48,0.27,2.07,0.08,0.11,0.11,75,0.86,5.88,72.6,3.49,62.31,0.35,69.23,1.45,1.21,8.3,77.67,0,,0,,0,0,0,0,,,0.13,,
F. Kastenmeier,Fortuna Düsseldorf,Fortuna Düsseldorf,GK,27,3332,0,0,0,0.82,Germany,1.76,0.08,33.33,0.46,88.24,0,0,0,1.73,2.11,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,66.67,0.03,0.05,0,25.63,0.3,0.11,36.95,89.69,18.02,79.61,0.03,100,18.31,99.41,11.88,69.32,31.86,51.58,0.02,0.05,0,0.03,0,0,0.05,5.43,65.17,0.51,47.37,0.46,29.41,0.14,0,9.18,84.41,52,1.4,181,4.89,9,71.27,53.46,1.44,1.46,0.039,0.03,1.76,0.46
R. Zieler,Hannover 96,Hannover 96,GK,36,3329,0,0,0,0.01,Germany,1.46,0.03,0,0.24,100,0,0,0,1.46,1.98,0.03,4,0.11,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,100,0.11,50,0,0.03,0,16.46,0.19,0.11,24.85,88.25,14.33,81.13,0.03,100,9.87,98.63,8.76,70.06,30.83,46.62,0,0.03,0,0,0,0,0,3.24,66.67,0.14,20,0.11,25,0.03,0,7.19,80.83,36,0.97,150,4.06,11,76,42.29,1.14,6.29,0.17,0.03,1.08,0.24
D. Reimann,Magdeburg,Magdeburg,GK,27,3323,0,0,0,0,Germany,1.22,0.03,0,0.46,76.47,0,0,0,1.22,1.83,0.05,3,0.08,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,100,0.14,40,0,0,0,42.47,0.6,0.03,52.57,93.41,17.33,82.03,0.05,100,33.56,99.35,7.83,60.55,26.4,46.92,0,0,0.05,0,0,0,0,2.41,41.57,0.33,8.33,0.51,26.32,0.03,0,6.47,70.29,52,1.41,161,4.36,8,67.7,52.02,1.41,0.02,0.001,0.03,1.38,0.46
J. Schenk,Preußen Münster,Preußen Münster,GK,22,3262,0,0,0,0,Germany,1.74,0.08,100,0.47,100,0.03,0.03,0,1.63,2,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,100,0.17,66.67,0,0,0,18.32,0.3,0.19,29.22,88.86,15.62,81.1,0,0,12.94,98.51,11.92,75,31.59,43.94,0,0,0,0,0,0,0,1.96,71.83,0.08,33.33,0.14,0,0.06,0,8.94,79.01,41,1.13,145,4,9,71.72,40.74,1.12,-0.26,-0.007,0,1.19,0.47
C. Riedel,Darmstadt 98,Darmstadt 98,RCB,21,3247,1,1.74,0,0.51,Germany,7.71,5.21,72.87,3.66,55.3,0.19,0.26,0.55,3.71,5.07,0.8,9,0.25,0,0,0.28,0.03,1,0.03,0.05,1,0.03,18,0.5,16.67,5.556,0,0.11,50,0.25,55.56,1.28,60.87,0.64,1,0.08,38.42,0.36,1.03,52.64,89.26,19.04,77.73,3.3,95.8,26.03,97.02,5.29,59.16,21.67,42.31,0.01,0.11,0,0,0.03,0,0.06,5.35,69.43,0.75,51.85,0.36,38.46,0.44,0.06,8.9,73.83,0,,0,,0,0,0,0,,,2.3,,
