Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
I. Larios,Juárez U21,Atlas U23,"RWB, AMF, RCMF",22,649,0,0.88,1,0.87,Mexico,5.82,3.88,67.86,1.25,33.33,0.55,0.87,0.28,2.63,4.13,0.69,0,0,0,0,2.91,0,0,0,0.12,0,0,12,1.66,0,0,0.14,3.05,18.18,4.85,48.57,11.37,35.37,2.5,1.53,0.28,20.39,3.19,0.97,27.87,74.13,7.07,78.43,5.13,94.59,9.43,64.71,0.83,66.67,17.01,20.34,0.12,1.25,0,0,0.28,0,0.55,3.19,91.3,3.05,40.91,0.14,0,0.97,0.55,4.58,81.82,0,,0,,0,0,0,0,,,0.14,,
I. Rodríguez,América,América U23,"LCMF, RCMF",28,635,0,0.45,0,0.35,Mexico,10.06,7.51,67.92,0.85,66.67,0.28,0.37,0.14,4.68,6.11,1.13,1,0.14,0,0,1.42,0,0,0,0.06,0,0,5,0.71,40,0,0,0.71,80,0.99,42.86,4.39,35.48,0.43,1.28,0.28,34.58,0.85,0.71,50.46,89.61,17.72,84.8,5.24,100,20.41,90.28,4.82,76.47,19.88,36.98,0.05,0.14,0,0,0.14,100,0.28,8.65,85.25,1.56,54.55,0.57,100,0.28,0.71,10.06,84.51,0,,0,,0,0,0,0,,,0.99,,
E. Martínez,Necaxa,Necaxa U23,"RCB, LCB, RWB",22,448,0,0.63,1,0.14,Mexico,7.63,5.02,60,2.81,57.14,0,0,0.2,4.62,6.11,0.2,0,0,0,0,1,0,0,0,0.13,0,0,4,0.8,0,0,0.2,1,20,0.6,100,3.01,40,1,1,0.2,25.71,1.61,0.6,37.17,83.24,15.67,78.21,4.22,90.48,13.46,91.04,6.03,56.67,23.16,46.23,0.03,0.2,0,0,0.2,100,0.2,4.22,76.19,1.41,42.86,0.4,100,0.4,0.2,9.24,65.22,0,,0,,0,0,0,0,,,0.6,,
E. López,Pachuca,Pachuca U23,CF,30,490,1,1.22,2,1.31,Mexico,1.29,1.47,37.5,0.18,0,0,0,0,0.73,0.96,0.37,0,0,0,0,2.57,0.18,1,0.18,0.22,0,0,7,1.29,28.57,14.286,0.37,1.47,12.5,3.31,55.56,11.57,41.27,2.57,1.47,0,22.22,0.92,2.76,32.33,80.11,10.47,77.19,5.69,90.32,8.08,75,2.02,72.73,17.82,39.43,0.24,1.47,0.37,0,0.18,100,1.29,4.96,77.78,5.51,63.33,0.92,60,3.67,0.37,7.53,82.93,0,,0,,0,0,0,0,,,0,,
Ó. Manzanarez,Querétaro,Querétaro U23,"LCB, RCB",29,334,0,0.03,0,0.06,Mexico,7.81,4.31,43.75,5.39,50,0,0,0,5.93,8.15,1.89,1,0.27,0,0,0.27,0,0,0,0.01,0,0,1,0.27,100,0,0,0,0,0,0,1.62,33.33,0,1.08,0,30.45,1.08,0.54,42.04,91.67,16.17,83.33,1.62,100,19.4,97.22,5.93,59.09,22.22,36.8,0.02,0.54,0,0,0,0,0,4.58,70.59,0,0,0,0,0,0,8.08,83.33,0,,0,,0,0,0,0,,,1.35,,
I. Luna,Pachuca,Pachuca U23,"LCMF, LDMF, RCMF",23,464,1,0.93,1,0.13,Mexico,11.44,12.41,53.13,0.78,25,0,0,0.39,4.85,7.58,2.72,2,0.39,0,0,1.94,0.19,1,0.19,0.18,0,0,7,1.36,42.86,14.286,0.19,0.19,0,1.94,70,9.12,42.55,0.39,0.97,0.19,19.01,0,2.52,31.62,82.21,7.95,65.85,4.46,91.3,14.74,90.79,4.85,64,19.67,37.03,0.02,0.39,0,0,0,0,0.19,4.66,66.67,0.78,100,0.19,100,0.58,0,5.24,74.07,0,,0,,0,0,0,0,,,0.58,,
J. Rivas,Puebla,Pumas UNAM U23,"RB, RWB",22,320,0,0.03,0,0,Mexico,6.47,6.19,59.09,0.56,50,0.28,0.34,0.28,2.53,3.03,1.13,0,0,0,0,1.69,0,0,0,0.01,0,0,1,0.28,0,0,0,3.66,38.46,0.56,50,2.25,12.5,0.84,0.56,0,35.44,4.22,0,44.44,71.52,18,59.38,9.56,91.18,13.5,77.08,7.03,36,22.98,37.13,0,0.28,0,0,0,0,0,7.59,44.44,3.66,30.77,0.28,0,0.28,1.69,12.66,66.67,0,,0,,0,0,0,0,,,2.53,,
A. Gudiño,Cruz Azul,Cruz Azul U23,GK,28,483,0,0,0,0,Mexico,0.56,0,0,0,0,0,0,0,0.56,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,29.44,0.37,0,42.48,87.72,19.75,75.47,0,0,20.68,98.2,10.62,52.63,27.8,49.34,0,0,0,0,0,0,0,4.47,54.17,0.56,0,0.19,0,0,0,5.59,63.33,6,1.12,18,3.35,1,66.67,5.65,1.05,-0.35,-0.065,0,0.56,0
D. López,Querétaro,Querétaro U23,CF,25,330,0,0.35,1,0.4,Mexico,3.55,2.73,50,6.82,36,0,0,0,2.18,2.42,0.82,0,0,0,0,3.55,0,0,0,0.1,0,0,6,1.64,16.67,0,0.27,1.09,50,4.09,60,12.82,27.66,2.18,1.36,0,9.27,1.36,1.09,18.55,79.41,3.27,66.67,7.36,100,5.45,70,0.27,0,15.3,2.12,0.11,1.09,0,0,0.27,100,0.82,1.91,42.86,1.36,60,0.27,100,1.09,0.55,1.36,80,0,,0,,0,0,0,0,,,0,,
J. Piñuelas,Querétaro,Querétaro U23,"LCB, RCB",27,572,0,0.29,0,0.07,Mexico,9.76,7.08,75.56,3.78,66.67,0.47,0.63,0.47,3.93,5.21,1.73,3,0.47,0,0,0.79,0,0,0,0.05,0,0,2,0.31,50,0,0,0.47,100,0.16,100,2.36,40,0.94,1.26,0.16,28.48,0.47,0.47,43.74,87.41,20.14,80.47,1.89,91.67,19.04,93.39,4.72,46.67,22.72,44.12,0.01,0.16,0,0,0,0,0.31,5.19,75.76,0.63,75,0,0,0.16,0.47,10.38,74.24,0,,0,,0,0,0,0,,,0.79,,
