Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
K. Briceño,Cartaginés,Cartaginés,GK,34,3438,0,0,0,0,Costa Rica,1.34,0.16,83.33,0.71,85.19,0,0,0,1.2,1.73,0,6,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,100,0,0,0.03,7.07,0.24,0.47,13.59,84.01,8.85,77.22,0,0,4.48,96.49,4.74,60.22,36.18,55.43,0,0,0,0,0,0,0.03,2.33,58.43,0.13,0,0.18,28.57,0,0,4.01,74.51,30,0.79,137,3.59,13,78.1,36.5,0.96,6.5,0.17,0,2.17,0.71
A. Monreal,Municipal Liberia,Municipal Liberia,GK,31,3231,0,0,0,0,Mexico,1.53,0.06,0,0.72,96.15,0,0,0,1.53,1.97,0.03,7,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,100,0,0,0,4.71,0.11,0.39,12.53,79.33,7.86,68.44,0,0,4.32,98.06,4.76,56.14,36.55,52.36,0,0,0,0,0,0,0,2.09,42.67,0.19,14.29,0.17,16.67,0,0,3.65,70.23,40,1.11,131,3.65,11,69.47,36.09,1.01,-3.91,-0.109,0,1.84,0.72
K. Waston,Deportivo Saprissa,Deportivo Saprissa,"LCB, CB, RCB",38,3210,5,5.51,2,0.81,Costa Rica,7.74,3.11,75.68,6.31,65.78,0.2,0.31,0.79,5.19,8.09,0.87,8,0.22,0,0,0.48,0.14,5,0.14,0.15,3,0.08,33,0.93,45.45,15.152,0.06,0.03,0,0.11,50,0.76,44.44,1.37,0.2,0,22.91,0.42,0.73,36.56,84.89,18,75.08,1.35,100,14.47,95.35,6.31,56,22.34,38.68,0.02,0.22,0.06,0.03,0,0,0.06,4.29,62.75,0.42,33.33,0.36,46.15,0.22,0.03,7.18,74.61,0,,0,,0,0,0,0,,,0.93,,
L. Flores,Cartaginés,Cartaginés,"RCMF, LCMF, DMF",32,3153,1,0.2,0,1.22,Costa Rica,6.88,4.91,61.05,2.17,31.58,0.49,0.68,0.4,3.4,4.79,0.91,8,0.23,0,0,0.37,0.03,1,0.03,0.01,0,0,18,0.51,11.11,5.556,0,0.71,32,0.09,66.67,0.8,53.57,0.06,0.37,0.11,26.35,0.31,0.43,41.73,84.27,17.21,73.8,4.14,96.55,15.67,91.26,6.68,55.56,22.1,36.74,0.03,0.46,0,0,0.09,33.33,0.14,9.02,75.95,2.14,41.33,1.06,37.84,0.57,0.2,9.93,80.75,0,,0,,0,0,0,0,,,0.8,,
L. Moreira,Sporting FC,Sporting FC,GK,35,2955,0,0,0,0,Costa Rica,1.01,0,0,0.24,87.5,0,0,0,1.01,1.42,0.03,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,77.78,0,0,0,9.14,0.3,0.27,17.33,85.24,11.03,77.62,0,0,6.06,98.49,6.49,63.85,34.9,52.82,0,0,0,0,0,0,0,2.25,62.16,0.06,0,0.03,0,0.03,0,5.27,76.88,31,0.94,93,2.83,10,66.67,29.66,0.9,-1.34,-0.041,0,1.58,0.24
E. Pastrana,Pérez Zeledón,Pérez Zeledón,LCB,26,2894,4,2.06,1,1.01,Mexico,9.86,4.88,71.97,4.6,49.32,0.25,0.34,0.9,6.1,8.38,0.56,11,0.34,0,0,0.68,0.12,4,0.12,0.06,3,0.09,17,0.53,58.82,23.529,0.03,0.22,42.86,0.47,53.33,2.21,40.85,0.5,0.84,0.03,18.53,0.31,0.5,34.99,77.51,20.31,69.83,1.68,94.44,10.51,88.17,9.17,53.9,24.45,40.04,0.03,0.22,0,0.09,0.06,50,0.12,6.75,57.6,1.12,36.11,0.65,33.33,0.44,0.09,10.04,70.9,0,,0,,0,0,0,0,,,1.12,,
W. Fernández,Pérez Zeledón,Pérez Zeledón,RCB,31,2833,1,0.95,1,0,Costa Rica,6.89,3.75,64.41,3.62,50,0.03,0.04,0.54,4.45,6.19,0.51,3,0.1,0,0,0.25,0.03,1,0.03,0.03,0,0,6,0.19,66.67,16.667,0.03,0.03,0,0.1,100,0.7,45.45,0.32,0.25,0,20.05,0.32,0.41,33.39,83.06,16.3,72.9,2.35,91.89,13.18,93.98,8.39,57.2,25.58,39.7,0,0.03,0,0,0.03,100,0.03,4.92,57.42,0.67,28.57,0.57,33.33,0.25,0,8.45,70.68,0,,0,,0,0,0,0,,,1.75,,
P. Arboine,Deportivo Saprissa,Deportivo Saprissa,RCB,27,2819,0,0.61,0,0.15,Costa Rica,7.85,4.95,73.55,3.51,60.91,0.42,0.66,0.35,3.8,6,0.83,1,0.03,0,0,0.19,0,0,0,0.02,0,0,4,0.13,25,0,0,0.32,20,0.13,75,0.83,26.92,0.29,0.16,0,20.62,0.38,0.13,31.64,86.68,12.93,77.78,2.04,93.75,13.89,94.71,4.28,54.48,21.88,39.27,0,0.06,0,0.03,0,0,0,2.84,65.17,0.64,20,0.32,20,0.16,0.1,5.71,66.48,0,,0,,0,0,0,0,,,1.28,,
M. Torres,Deportivo Saprissa,Deportivo Saprissa,"AMF, RCMF",38,2766,5,3.32,12,10.52,Argentina,3.45,2.83,62.07,0.68,28.57,0.1,0.16,0,1.59,2.57,0.75,11,0.36,1,0.03,2.6,0.16,3,0.1,0.11,0,0,59,1.92,27.12,8.475,0.39,2.38,36.99,1.82,62.5,6.9,44.34,0.65,1.69,0.03,34.52,1.33,1.63,47.7,82.54,18.48,73.59,6.08,94.65,17.02,86.81,6.96,59.35,20.42,37.18,0.34,2.67,0.13,0,0.26,25,0.72,11.03,73.75,4.13,51.18,0.98,46.67,1.43,0.88,10.51,86.38,0,,0,,0,0,0,0,,,0.13,,
R. Matarrita,Alajuelense,Alajuelense,LB,31,2752,0,0.4,5,4.16,Costa Rica,8.24,6.28,68.75,1.83,48.21,0.46,0.66,0.29,3.47,5.01,0.82,5,0.16,0,0,2.39,0,0,0,0.01,0,0,8,0.26,37.5,0,0.16,3.5,38.32,1.31,67.5,3.17,41.24,0.46,0.72,0.13,23.02,1.6,0.39,33.26,73.06,13.18,63.52,4.55,95.68,11.05,76.92,5.04,46.75,21.57,36.45,0.14,0.98,0.07,0.03,0.07,100,0.43,5.46,61.68,4.22,52.71,0.72,54.55,0.95,1.28,9.48,77.24,0,,0,,0,0,0,0,,,0.23,,
