Name,Team,Competition,Season,Minutes,90s,Appearances,Primary Position,Secondary Position,Gender,Nationality,Age,Date of Birth,Height,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
"A, Al Aliwa",Al-Kholood,Pro League,2025/2026,402,4.47,9,Right Midfielder,Right Wing,Man,Saudi Arabia,22,10/02/04,182,0.45,0.45,0.16,0.18,0.9,50,75,2,,0.36,0.22,0.21,0.67,0.22,0.21,0.67,0,0,0,0.67,0.37,1.57,0.3,3.36,1.34,2.02,40,2.69,0,2.24,3.14,0.9,0.68,0.45,0.36,14.11,6.94,0,3.36,55.59,3.58,6.72,0.22,1.12,17,0.17,0.85,0.45,0,1.12,50,0.67,0,13.44,11.09,2.91,3.81,0.67,56.31,9.18,68,3.14,82,0,0,0,29.56,71,0.9,14,44,0.45,2.02,17,71,0,63.54,4.25,0.55,0.69,34.04,86,7.42,11.2,1.12,1.12,0,0.22,2.91,4.03,0.22,0,0.45,18,0.45,10,69,21,18,56,26,18.25,15.28,0.96,98,-2.97,17.52,14.92,0,0,0,0,0,,0,0,,0,0,0,0,0,0,34,10,3.47,30,0.01,0.17,0,0.08,,0.26
Abbas Sadiq Alhassan,Neom SC,Pro League,2025/2026,350,3.89,8,Left Defensive Midfielder,Right Midfielder,Man,Saudi Arabia,22,21/02/04,174,0,0,0.1,0.08,1.28,0,40,2,,0.05,0,0,0,0,0,0,0,0,0,0,0.1,1.28,-0.1,1.28,0.51,0.77,40,0.51,0,0.26,2.06,0.51,0.69,1.28,1.46,26.21,12.08,0.07,9.25,42.52,2.31,5.14,3.34,3.85,65,3.33,4.02,1.28,50,1.8,0,0,0,21.58,22.87,7.45,4.62,1.28,45.52,9.25,43,3.08,67,0.51,0,0,31.09,86,1.03,6,67,2.06,0.77,19,83,-4,49.33,2.31,0.41,0.41,28.01,93,4.08,5.65,0.51,0.51,0,0,2.83,3.34,0,0,0,0,0.26,16,66,18,14,73,14,18.5,17.99,0.97,91,-0.52,18.01,16.35,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,10,4.06,27,-0.03,0.02,0.06,-0.01,,0.04
Abdelkader Bedrane,Damak Club,Pro League,2025/2026,542,6.02,6,Left Centre Back,Centre Back,Man,Algeria,34,01/04/92,185,0,0,0.06,0.09,0.66,0,0,0,,0,0,0.06,0.83,0,0.06,0.83,0,0,0,0,0.12,1.49,-0.12,0.5,0.5,0,100,1,0,0.33,0.5,1.49,1.58,4.15,3.95,9.97,5.81,0.03,6.15,28.16,1.33,8.8,1,2.49,60,1.19,2.77,0.66,20,0.66,76,2.16,0,8.31,7.94,4.15,2.33,1,31,1.66,20,0.83,36,0.17,0,0.17,45.51,85,7.64,15,66,5.15,10.63,8,71,-14,34.24,5.15,0.24,0.29,37.21,98,5.22,5.48,0,0,0,0.17,1.99,1.99,0.17,,0,,0.33,29,66,4,30,67,3,26.72,27.6,0.93,93,0.88,24.74,25.65,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,8,3.6,33,0.01,0.05,0.04,-0.02,,0.08
Abdelmounaim Boutouil,Al Hazm,Pro League,2025/2026,87,0.96,3,Left Centre Back,,Man,Morocco,27,31/08/98,188,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2.08,1.95,13.52,7.28,0.13,3.12,25.92,0,6.24,2.08,2.08,100,1.73,1.73,4.16,100,0,0,0,0,7.28,6.46,3.12,1.04,0,39.12,2.08,29,1.04,100,1.04,0,0,27.05,94,3.12,96,75,2.08,4.16,3,100,6,35.9,3.12,0.46,0.46,22.89,100,4.61,4.16,0,0,0,1.04,2.08,2.08,0,,0,,1.04,29,68,3,25,75,0,21.5,23.12,0.97,100,1.62,20.87,23.12,0,0,0,0,0,,0,0,,0,0,0,0,0,0,26,13,2.6,19,-0.06,0.06,-0.69,,,-0.69
Abderrazak Hamdallah,Al Shabab,Pro League,2025/2026,395,4.39,4,Centre Forward,Left Centre Forward,Man,Morocco,35,16/12/90,179,0.23,0.23,0.34,0.11,2.96,8,15,7,,0.24,0.23,0.08,1.14,0.23,0.08,1.14,0,0,0,0.46,0.42,4.1,0.04,1.59,0.91,0.68,57,0.91,0,1.37,2.5,0,0,0.91,1.16,17.31,8.88,0,3.42,67.14,2.96,3.19,0.68,0.68,75,0.92,0.92,0.46,0,0.23,44,1.82,0,16.17,20.85,2.96,3.87,0.68,70.6,13.89,86,3.42,88,0.23,0,0,14.12,67,0.46,13,100,0.91,0.46,41,67,0,66.03,0.91,0.12,0.47,15.94,79,3.9,6.15,0.23,0.23,0,0.46,9.11,9.34,0,0,0,0,0.46,9,70,21,0,70,30,14.94,12.78,1.13,107,-2.16,16.82,13.7,0,0,0,0,0,,0,0,,0,0,0,0,0,0,29,12,2.48,17,-0.05,-0.06,0.03,-0.24,,-0.33
Abdoulaye Doucouré,Neom SC,Pro League,2025/2026,444,4.94,5,Right Defensive Midfielder,Centre Attacking Midfielder,Man,Mali,33,31/12/92,184,0,0,0.03,0.05,0.61,0,33,0,,0.01,0.2,0.01,0.2,0.2,0.01,0.2,0,0,0,0.2,0.04,0.81,0.16,0.61,0.41,0.2,67,0.2,0,1.01,0.41,1.62,1.95,1.42,1.68,20.45,10.94,0.07,7.09,38.27,2.63,7.7,2.63,4.25,93,2.63,4.58,2.23,100,0.2,33,0.61,0,15.59,16.14,6.28,5.06,1.82,39.74,5.87,38,2.03,40,0.61,0,0,49.41,89,2.03,14,83,1.62,2.23,19,91,2,45.18,1.82,0.3,0.31,42.12,97,3.69,6.28,0.41,0.41,0,0.2,1.62,2.03,0.2,0,0,,0.41,16,76,8,23,68,10,17.54,15.97,1.01,97,-1.57,17.75,15.54,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,11,5.04,36,-0.05,0.04,-0.39,-0.01,,-0.4
Abdoulie Mboge,Al Khaleej,Pro League,2025/2026,3,0.04,1,Left Defensive Midfielder,,Man,Gambia,18,31/12/07,,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,26.21,0,0,0,74.24,0,0,0,0,,0,0,0,,0,,0,0,26.21,20.6,0,26.21,0,74.24,26.21,100,26.21,100,0,0,0,52.43,100,0,0,,0,0,50,100,0,36.29,0,0,0,52.43,100,4.06,0,0,0,0,0,0,0,0,,0,,0,0,100,0,,,,12.22,8.01,1,100,-4.21,12.22,8.01,0,0,0,0,0,,0,0,,0,0,0,0,0,0,50,50,,,-0.1,0.03,,,,-0.06
Abdul Aziz Al-Fawaz,Al Fateh,Pro League,2025/2026,218,2.42,4,Left Defensive Midfielder,,Man,Saudi Arabia,18,27/03/08,183,0,0,0,,0,,,0,,0,0,0.01,0.41,0,0.01,0.41,0,0,0,0,0.01,0.41,-0.01,1.65,0.83,0.83,50,1.65,0,1.24,1.24,0.83,0.28,1.24,0.53,28.95,14.06,0,11.17,36.34,2.07,4.96,3.72,4.55,90,1.51,1.79,1.65,0,0.41,25,0.41,0,23.58,10,9.1,5.79,2.07,36.58,6.62,28,2.48,43,0,0,0,15.72,71,1.65,4,67,1.65,2.07,21,50,-21,51.1,2.07,0.02,0.03,16.55,85,5.88,3.31,0.41,0.41,0,0,0.41,0.83,0,0,0,,0,24,66,11,13,75,13,21.28,23.69,0.89,84,2.41,19.02,19.98,0,0,0,0,0,,0,0,,0,0,0,0,0,0,39,13,1.08,8,0.01,-0.03,0.07,,,0.05
Abdul Rahman Al-Khaibre,Damak Club,Pro League,2025/2026,560,6.23,9,Right Back,Right Centre Back,Man,Saudi Arabia,26,17/03/00,180,0,0,0.01,0.05,0.32,0,0,0,,0,0,0.02,0.32,0,0.02,0.32,0,0,0,0,0.03,0.64,-0.03,0.96,0,0.96,0,1.28,0,0.64,1.93,0.64,0.3,1.45,1.28,13.97,5.3,0.04,5.14,35.73,1.12,4.18,1.77,2.41,85,2.05,2.35,0.96,71,0.32,50,0.64,0.16,11.24,12.41,4.01,2.41,0.64,39,4.01,36,1.61,67,0,0,0,23.29,79,0.32,11,33,1.45,0.96,10,74,-5,52.82,2.73,0.07,0.11,22,89,5.02,4.98,0.48,0.48,0,0,0.8,1.28,0,33,0.16,13,0.16,25,62,13,32,58,10,16.12,12.95,0.96,117,-3.17,15.55,15.1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,28,12,1.69,14,0.02,0.04,0.04,-0.03,,0.07
Abdulaziz Al Bishi,Al Ittihad,Pro League,2025/2026,36,0.41,2,Left Back,,Man,Saudi Arabia,32,10/03/94,170,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,2.47,0,0,0,2.47,7.4,0,0,0,0,17.28,7.4,0,9.87,54.54,2.47,7.4,4.94,4.94,100,5.74,5.74,0,100,0,50,2.47,0,12.34,14.54,9.87,4.94,4.94,55.84,9.87,80,4.94,100,0,0,0,49.36,75,0,86,,0,0,20,50,-25,67.32,7.4,2.07,2.07,49.36,85,7.21,27.15,0,0,0,2.47,7.4,7.4,0,,0,,2.47,0,90,10,0,82,18,13.34,13.54,1.06,119,0.2,14.1,16.17,0,0,0,0,0,,0,0,,0,0,0,0,0,0,20,10,10.86,48,-0.25,0.08,0.02,,,-0.15
