Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
M. Fraser,St. Mirren,St. Mirren,RCB,30,3796,0,0.93,3,2.17,Scotland,8.95,6.18,71.26,2.65,53.21,0.1,0.13,0.46,4.45,6.03,0.41,8,0.19,1,0.02,0.95,0,0,0,0.02,0,0,10,0.24,20,0,0.07,1.14,51.06,0.36,80,1.63,49.25,0.56,1.05,0.24,15.79,0.36,0.85,30.54,75.3,14.89,65.2,2.87,93.22,9.17,85.94,6.57,51.85,21.13,34.76,0.05,0.46,0.02,0.02,0.02,100,0.32,6.35,62.84,1.65,54.41,0.22,33.33,0.51,0.54,8.37,72.67,0,,0,,0,0,0,0,,,0.88,,
A. Wright,Ross County,Ross County,"RCB, RWB",29,3765,4,3.15,1,0.52,England,10.25,5.55,69.83,5.33,56.95,0.57,0.71,0.5,5.81,7.22,0.6,5,0.12,0,0,0.84,0.1,4,0.1,0.08,2,0.05,19,0.45,36.84,21.053,0.02,0.81,35.29,0.57,66.67,2.44,42.16,0.86,0.79,0.17,12.55,0.29,0.45,24.98,76.75,10.14,63.44,3.82,96.25,7.31,84.97,2.87,45.83,18.96,33.78,0.01,0.22,0.02,0,0.02,0,0.05,3.2,58.21,0.84,42.86,0.07,33.33,0.22,0.29,4.78,58.5,0,,0,,0,0,0,0,,,1.24,,
L. Mayo,Kilmarnock,Kilmarnock,"RB, RCB, CB",25,3604,0,0.02,1,0.3,Scotland,9.31,6.49,74.23,4.3,62.21,0.1,0.13,0.3,4.4,5.78,0.5,2,0.05,0,0,0.22,0,0,0,0,0,0,1,0.02,0,0,0.02,0.2,37.5,0.27,54.55,1.4,39.29,0.07,0.1,0.02,16.83,0.22,0.22,32.61,75.04,17.81,63.81,2.85,92.11,9.74,90.26,9.31,54.42,24.17,37.91,0.01,0.17,0.02,0,0,0,0.02,7.62,57.7,0.95,50,0.32,46.15,0.27,0.07,9.94,65.83,0,,0,,0,0,0,0,,,1.6,,
J. Walton,Dundee United,Dundee United,GK,27,3594,0,0,0,0,England,1.5,0.1,25,0.3,91.67,0.03,0.03,0,1.45,1.88,0.05,3,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,100,0,0,0,8.69,0.15,0.15,13.02,80.96,9.17,76.78,0,0,3.51,90,7.66,69.28,39.86,51.72,0,0,0,0,0,0,0,3.01,72.5,0.1,25,0.15,33.33,0.05,0,6.14,83.27,50,1.25,162,4.06,12,69.14,50.75,1.27,0.75,0.019,0,1.5,0.3
C. Randall,Ross County,Ross County,"RCMF, DMF, LCMF",29,3543,1,1.25,0,0.43,England,10.49,6.93,66.67,4.06,45.63,0.41,0.51,0.61,5.46,6.83,0.84,11,0.28,0,0,1.12,0.03,1,0.03,0.03,0,0,29,0.74,27.59,3.448,0,1.12,27.27,1.14,53.33,3.48,40.15,0.48,0.91,0.2,12.37,0.18,0.89,27.03,69.45,13.79,58.56,3.3,91.54,7.04,79.06,6.78,51.31,22.15,36.04,0.01,0.15,0,0.03,0,0,0.08,7.62,61,1.3,39.22,0.28,45.45,0.23,0.33,7.77,66.99,0,,0,,0,0,0,0,,,0.23,,
W. Ferry,Dundee United,Dundee United,"LWB, LB",24,3473,0,2,3,5.72,England,9.64,6.19,63.18,3.47,42.54,0.21,0.27,0.34,5.52,7.19,0.83,11,0.29,0,0,3.19,0,0,0,0.05,0,0,20,0.52,10,0,0.08,3.96,42.48,2.51,56.7,5.62,48.39,1.43,1.5,0.47,20.39,1.81,1.14,33.92,71.28,13.27,60.35,5.86,96.46,10.18,71.76,7.46,49.31,23.63,41.42,0.15,1.45,0.1,0,0.1,25,0.39,5.83,57.78,3.96,45.75,0.49,26.32,0.62,1.55,9.23,70.79,0,,0,,0,0,0,0,,,0.7,,
A. Gogić,St. Mirren,St. Mirren,CB,31,3454,1,2.8,1,0.34,Cyprus,9.36,4.93,73.37,4.16,57.42,0.19,0.25,0.64,5.55,7.52,0.75,8,0.21,1,0.03,0.38,0.03,1,0.03,0.08,1,0.03,14,0.38,35.71,7.143,0.03,0.16,50,0.27,60,1.74,32.31,0.59,0.32,0.03,12.57,0.05,0.4,27.37,77.96,13.67,65.88,1.39,94.23,10.48,92.58,6.65,55.24,23.55,38.5,0.01,0.08,0.03,0,0,0,0.05,4.53,55.03,0.48,38.89,0.29,27.27,0.11,0.08,6.86,68.36,0,,0,,0,0,0,0,,,1.1,,
C. Ndaba,Lecce,Kilmarnock,"LB, LCB",25,3431,1,1.77,1,0.97,Republic of Ireland,9.47,5.72,72.48,6.66,56.69,0.18,0.25,0.5,5.14,6.96,0.71,5,0.13,0,0,1.21,0.03,1,0.03,0.05,0,0,24,0.63,45.83,4.167,0.03,1.29,30.61,0.71,70.37,3.75,35.66,0.68,1.08,0.1,16.76,0.45,0.6,31.66,74.98,13.98,64.17,4.67,93.26,8.97,82.16,4.91,47.06,20.81,38.02,0.03,0.29,0.03,0,0.1,25,0.16,6.24,57.98,1.34,41.18,0.24,22.22,0.42,0.34,7.58,70.59,0,,0,,0,0,0,0,,,0.81,,
S. Murray,Dundee,Dundee,CF,33,3361,16,12.68,1,2.61,Scotland,4.2,2.95,63.64,5.46,22.55,0.21,0.3,0.13,2.12,2.94,0.94,8,0.21,0,0,2.2,0.43,13,0.35,0.34,5,0.13,64,1.71,56.25,25,0.03,1.93,13.89,2.14,42.5,7.44,30.58,3.4,0.59,0.11,7.95,1.26,1.1,12.91,58.71,3.08,51.3,2.06,79.22,4.2,57.32,0.99,35.14,18.73,22.9,0.07,0.4,0.05,0,0.08,66.67,0.19,1.26,48.94,1.79,37.31,0.19,42.86,0.8,0.27,1.55,67.24,0,,0,,0,0,0,0,,,0,,
E. Balcombe,Brentford,Motherwell,GK,25,3306,0,0,1,0,England,2.4,0.05,100,0.44,87.5,0,0,0,2.34,3.15,0,2,0.05,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.05,100,0.08,100,0,0,0,8.74,0.14,0.03,15.14,74.82,10.86,67.67,0.03,0,3.84,94.33,9.07,61.86,41.55,51.1,0,0,0,0.03,0,0,0.03,4.36,57.5,0.52,10.53,0.27,50,0.05,0,6.04,79.73,56,1.52,150,4.08,3,62.67,49.72,1.35,-6.28,-0.171,0,1.63,0.44
